-PEND] has_pending: sensor=Notused3, src=CAN_DEV, pending_count=0, result=FALSE 
[00:12:30.797] [MM2] get_new_sample_count: sensor=SIM100_Isolation_Status, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.797] [MM2] get_new_sample_count: sensor=UI_HVAC_ManualDefrostStateReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.797] [MM2] get_new_sample_count: sensor=HVIL_CAB_HTR_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.797] [MM2] get_new_sample_count: sensor=BATPOS_5V, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=Temp_Precharge, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=UI_VehicleIndAckNakReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=Mib0_Cell_11, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=UI_PassDoorOpenReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=mot_rotspd, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=IPS_OBCCpFreqSt, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=Notused1, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=Mib1_Cell_13, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=Mib5_Cell_15, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=APC_compressor_input_voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:30.798] [MM2] get_new_sample_count: sensor=Mib0_Cell_14, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.131] [MM2] get_new_sample_count: sensor=UI_MapLightRightReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.131] [MM2] get_new_sample_count: sensor=HV_PTC_TempLim, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.131] [MM2] get_new_sample_count: sensor=Mib3_Cell_13, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.131] [MM2] get_new_sample_count: sensor=UI_HVAC_UserPowerStateReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.131] [MM2] get_new_sample_count: sensor=ThermOT_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.131] [MM2] get_new_sample_count: sensor=Open_DCFC_P_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=Mib4_Cell_11, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=HV_PTC_TempSens_Flt, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=SccA_isString6Enabled, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=IPS_ACHvilSt, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=SIM100_Vn, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=M0Therm3DegC, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=HVAC_TempSetPointPassStatus, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=PchgOT_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=IPS_OBCHvDcCurrAct, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=is_Pyrofuse_Drive_On, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.132] [MM2] get_new_sample_count: sensor=Mib3_Cell_5, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=Close_Main_P_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=Mib5_Cell_15, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=SccA_String3En, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=SccA_OutputVoltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=BattPump_PumpMotorSta, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=IPS_OBCEnergyDirCap, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=Mib0_Cell_1, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=MaxCellVoltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=UI_FogLightReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.133] [MM2] get_new_sample_count: sensor=SccA_MidbusOverVoltageFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.134] [MM2] get_new_sample_count: sensor=HVIL_CMP_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.134] [MM2] get_new_sample_count: sensor=Mib2_Cell_10, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.134] [MM2] get_new_sample_count: sensor=SccA_String6OverCurrentFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.134] [MM2] get_new_sample_count: sensor=Mib0_Cell_9, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.134] [MM2] get_new_sample_count: sensor=SIG_IS_POS_CONTACTOR_CLOSED_OUT, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.134] [MM2] get_new_sample_count: sensor=Temp_Main_N, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.134] [MM2] get_new_sample_count: sensor=Mib2_Cell_9, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.467] [MM2] get_new_sample_count: sensor=HV_PTC_SW_Version_Rq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.467] [MM2] get_new_sample_count: sensor=TwoWayLinErr, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.467] [MM2] get_new_sample_count: sensor=is_Can0PwronFlag, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.467] [MM2] get_new_sample_count: sensor=is_Solar_P_Drive_On, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.467] [MM2] get_new_sample_count: sensor=brakePedal_st, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.467] [MM2] get_new_sample_count: sensor=RadBypassPosition, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=SccA_String2OverVoltageFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=Mib5_Cell_11, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=IPS_OBCUacActL1, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=IsolationProtocolFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=PwrtPump_TempSta, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=SccA_isString5Enabled, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=SccA_ChrgCtrlPrechargeTimer, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=Mib5_Cell_9, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=FANR_RealRPM, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.468] [MM2] get_new_sample_count: sensor=IPS_OBCState8, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=HV_PTC_Reset_Rq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=TurnIndicatorStatus, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=vehPwtr_linspd, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=SccA_String5OverCurrentFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=HVAC_ACDisableStatus, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=HallEffectSensor_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=SolPos_SolNeg, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=Mib3_Cell_8, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=SccA_HvilFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.469] [MM2] get_new_sample_count: sensor=SccA_ChrgCtrlOutputDischargeTime, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.470] [MM2] get_new_sample_count: sensor=AGM_LvIBatt, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.470] [MM2] get_new_sample_count: sensor=VehicleAgmIndicatorReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.470] [MM2] get_new_sample_count: sensor=Mib4_Cell_13, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.470] [MM2] get_new_sample_count: sensor=SccA_bmsVBattOutDec, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.470] [MM2] get_new_sample_count: sensor=IPS_OBCCPSt, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.470] [MM2] get_new_sample_count: sensor=ACP_speed_of_compressor, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.470] [MM2] get_new_sample_count: sensor=is_AC_Charge_2_Closed, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.803] [MM2] get_new_sample_count: sensor=OBCAC_CHRGPOS, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.803] [MM2] get_new_sample_count: sensor=Mib0_Cell_15, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=VCU_IPS_BiasVoltEn, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=SccA_String6Current, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=Mib3_Cell_9, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=Hvsense_SOLNEG_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=SccA_String4OverVoltageFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=SIM100_Cp_uncertainty, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=SIM100_energy_stored_un, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=isDcChargeContactorClose_req, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=M2Therm3DegC, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.804] [MM2] get_new_sample_count: sensor=VBAT, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=Mib2_Cell_7, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=SccA_String1Current, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=BMS_Status, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=UI_HVAC_TempSetPointPassReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=Mib5_Cell_14, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=SccA_String5Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=crc, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=PcbTempRaw, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=SolarNeg, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.805] [MM2] get_new_sample_count: sensor=HVAC_KeepClimateOnStatus, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.806] [MM2] get_new_sample_count: sensor=IPS_DCDCSwVersion, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.806] [MM2] get_new_sample_count: sensor=SccA_PwmDutyCycle, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.806] [MM2] get_new_sample_count: sensor=Mib5_Cell_7, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.806] [MM2] get_new_sample_count: sensor=SccA_MidBusVoltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.806] [MM2] get_new_sample_count: sensor=CHRGPOS_CHRGNEG, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.806] [MM2] get_new_sample_count: sensor=Open_Precharge_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.806] [MM2] get_new_sample_count: sensor=MinThermDegC_Mib, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.806] [MM2] get_new_sample_count: sensor=Mib0_Cell_7, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.806] [MM2] get_new_sample_count: sensor=Open_DCFC_N_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.807] [MM2] get_new_sample_count: sensor=BATPOS_5V, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.807] [MM2] get_new_sample_count: sensor=SIM100_electrical_isolation, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:31.807] [MM2] get_new_sample_count: sensor=UI_HVAC_KeepClimateOnReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.140] [MM2] get_new_sample_count: sensor=edmHvLlimDerEndThr_volt, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.140] [MM2] get_new_sample_count: sensor=SccA_String7OverVoltageFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.140] [MM2] get_new_sample_count: sensor=is_HVIL_3_Closed, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.140] [MM2] get_new_sample_count: sensor=M4Therm1DegC, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.140] [MM2] get_new_sample_count: sensor=HallCurrentSense, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.140] [MM2] get_new_sample_count: sensor=Mib2_Cell_10, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.140] [MM2] get_new_sample_count: sensor=Mib4_Cell_15, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.140] [MM2] get_new_sample_count: sensor=is_Can0WakeSrcFlag, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=HVIL_1_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=PackOC_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=Mib1_Cell_10, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=is_BmsReadyForSolar, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=counter, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=Err_Under_Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=is_AC_Charge_1_Drive_On, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=Hvsense_5V_BATNEG_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=SccA_bmsVbattOut, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=SccA_ChrgCtrlPrechargeTimer, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.141] [MM2] get_new_sample_count: sensor=CutloopSense12V, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.142] [MM2] get_new_sample_count: sensor=ACP_Commande, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.142] [MM2] get_new_sample_count: sensor=Mib3_Cell_12, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.142] [MM2] get_new_sample_count: sensor=SIM100_Vn_un, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.142] [MM2] get_new_sample_count: sensor=Hvsense_CHRGPOS_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.142] [MM2] get_new_sample_count: sensor=motWndUlimDerEndThr_degC, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.142] [MM2] get_new_sample_count: sensor=SccA_OutputOverCurrentFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.143] [MM2] get_new_sample_count: sensor=Mib3_Cell_7, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.143] [MM2] get_new_sample_count: sensor=Mib5_Cell_6, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.143] [MM2] get_new_sample_count: sensor=ewpReq_rotspd, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.143] [MM2] get_new_sample_count: sensor=HV_PTC_CurrSens_Flt, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.143] [MM2] get_new_sample_count: sensor=IPS_DCDCState5, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.143] [MM2] get_new_sample_count: sensor=IPS_DCDCHwErr, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.143] [MM2] get_new_sample_count: sensor=SccA_ScState, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.143] [MM2] get_new_sample_count: sensor=ewpMax_rotspd, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.143] [MM2] get_new_sample_count: sensor=SccA_String6Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.476] [MM2] get_new_sample_count: sensor=SccA_isString2Enabled, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.476] [MM2] get_new_sample_count: sensor=SccA_OutputOverVoltageFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.476] [MM2] get_new_sample_count: sensor=app_pct, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.476] [MM2] get_new_sample_count: sensor=UI_HighBeamReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.477] [MM2] get_new_sample_count: sensor=M0Therm1DegC, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.477] [MM2] get_new_sample_count: sensor=HVIL_OBC_AC_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.477] [MM2] get_new_sample_count: sensor=Hvsense_MAINPOS_MAINNEG_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.477] [MM2] get_new_sample_count: sensor=is_DCFC_P_Closed, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.477] [MM2] get_new_sample_count: sensor=IPS_OBCFlowReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.477] [MM2] get_new_sample_count: sensor=Mib2_Cell_2, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.477] [MM2] get_new_sample_count: sensor=Notused4, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.477] [MM2] get_new_sample_count: sensor=SccA_String7Current, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.477] [MM2] get_new_sample_count: sensor=OBC_Cmd, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=SccA_String7Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=edmSnkLim_pwrKw, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=Mib5_Cell_3, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=IPS_OBCState7, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=Mib2_Cell_15, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=SccA_String6OverVoltageFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=Close_AC2_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=SccA_String4Current, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=LvSSR2, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.478] [MM2] get_new_sample_count: sensor=HVIL_CAB_HTR_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=Mib2_Cell_2, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=UI_HVAC_RecircReq, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=RadBypassMoveEnable, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=is_BmsReadyForSolar, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=Close_AC1_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=invClntUlimDerStrtThr_degC, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=Mib0_Cell_14, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=SIM100_HighBattery_Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=Notused3, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=HVIL_OBC_DC_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.479] [MM2] get_new_sample_count: sensor=IPS_OBCChgPwrMax, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.812] [MM2] get_new_sample_count: sensor=SIM100_Low_Battery_Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=Mib1_Cell_7, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=AGM_LvVBatt, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=Hvsense_MAINNEG_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=HVAC_UseModeledDuctTempStatus, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=SccA_isString4Enabled, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=SccA_String1En, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=SIM100_Low_Battery_Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=SIG_IS_BMS_READY_OUT, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=SccA_SwVerMajor, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.813] [MM2] get_new_sample_count: sensor=counter, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.814] [MM2] get_new_sample_count: sensor=PcbTemp, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.814] [MM2] get_new_sample_count: sensor=M0Therm1DegC, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.814] [MM2] get_new_sample_count: sensor=SccA_String5Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.814] [MM2] get_new_sample_count: sensor=MainPos, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.814] [MM2] get_new_sample_count: sensor=is_AC_Charge_2_Drive_On, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.814] [MM2] get_new_sample_count: sensor=Hvsense_CHRGPOS_CHRGNEG_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.814] [MM2] get_new_sample_count: sensor=SolarPos, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.814] [MM2] get_new_sample_count: sensor=SccA_HvilFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.814] [MM2] get_new_sample_count: sensor=SccA_String3Current, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.815] [MM2] get_new_sample_count: sensor=SccA_String6Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:32.815] [MM2] get_new_sample_count: sensor=Mib4_Cell_0, src=CAN_DEV, NO RAM CHAIN, disk_available=0
